"OFFICIAL_GENE_SYMBOL","Original ID","Value","Gene Name","Species"
"RNF175","ENSG00000145428","","ring finger protein 175(RNF175)","Homo sapiens"
"RNF180","ENSG00000164197","","ring finger protein 180(RNF180)","Homo sapiens"
"RNF181","ENSG00000168894","","ring finger protein 181(RNF181)","Homo sapiens"
"RNF182","ENSG00000180537","","ring finger protein 182(RNF182)","Homo sapiens"
"RNF185","ENSG00000138942","","ring finger protein 185(RNF185)","Homo sapiens"
"RNF187","ENSG00000168159","","ring finger protein 187(RNF187)","Homo sapiens"
"RNF19A","ENSG00000034677","","ring finger protein 19A, RBR E3 ubiquitin protein ligase(RNF19A)","Homo sapiens"
"RNF19B","ENSG00000116514","","ring finger protein 19B(RNF19B)","Homo sapiens"
"RNF2","ENSG00000121481","","ring finger protein 2(RNF2)","Homo sapiens"
"RNF20","ENSG00000155827","","ring finger protein 20(RNF20)","Homo sapiens"
"RNF207","ENSG00000158286","","ring finger protein 207(RNF207)","Homo sapiens"
"RNF208","ENSG00000212864","","ring finger protein 208(RNF208)","Homo sapiens"
"RNF212","ENSG00000178222","","ring finger protein 212(RNF212)","Homo sapiens"
"RNF213-AS1","ENSG00000263069","","RNF213 antisense RNA 1(RNF213-AS1)","Homo sapiens"
"RNF214","ENSG00000167257","","ring finger protein 214(RNF214)","Homo sapiens"
"RNF215","ENSG00000099999","","ring finger protein 215(RNF215)","Homo sapiens"
"RNF216","ENSG00000011275","","ring finger protein 216(RNF216)","Homo sapiens"
"RNF216P1","ENSG00000196204","","ring finger protein 216 pseudogene 1(RNF216P1)","Homo sapiens"
"RNF217","ENSG00000146373","","ring finger protein 217(RNF217)","Homo sapiens"
"RNF220","ENSG00000187147","","ring finger protein 220(RNF220)","Homo sapiens"
"RNF223","ENSG00000237330","","ring finger protein 223(RNF223)","Homo sapiens"
"RNF224","ENSG00000233198","","ring finger protein 224(RNF224)","Homo sapiens"
"RNF227","ENSG00000179859","","ring finger protein 227(RNF227)","Homo sapiens"
"RNF24","ENSG00000101236","","ring finger protein 24(RNF24)","Homo sapiens"
"RNF25","ENSG00000163481","","ring finger protein 25(RNF25)","Homo sapiens"
"RNF26","ENSG00000173456","","ring finger protein 26(RNF26)","Homo sapiens"
"RNF31","ENSG00000092098","","ring finger protein 31(RNF31)","Homo sapiens"
"RNF32","ENSG00000105982","","ring finger protein 32(RNF32)","Homo sapiens"
"RNF32-DT","ENSG00000182648","","RNF32 divergent transcript(RNF32-DT)","Homo sapiens"
"RNF34","ENSG00000170633","","ring finger protein 34(RNF34)","Homo sapiens"
"RNF38","ENSG00000137075","","ring finger protein 38(RNF38)","Homo sapiens"
"RNF39","ENSG00000204618","","ring finger protein 39(RNF39)","Homo sapiens"
"RNF4","ENSG00000063978","","ring finger protein 4(RNF4)","Homo sapiens"
"RNF40","ENSG00000103549","","ring finger protein 40(RNF40)","Homo sapiens"
"RNF41","ENSG00000181852","","ring finger protein 41(RNF41)","Homo sapiens"
"RNF43","ENSG00000108375","","ring finger protein 43(RNF43)","Homo sapiens"
"RNF5","ENSG00000204308","","ring finger protein 5(RNF5)","Homo sapiens"
"RNF6","ENSG00000127870","","ring finger protein 6(RNF6)","Homo sapiens"
"RNF7","ENSG00000114125","","ring finger protein 7(RNF7)","Homo sapiens"
"RNF8","ENSG00000112130","","ring finger protein 8(RNF8)","Homo sapiens"
"RNFT1","ENSG00000189050","","ring finger protein, transmembrane 1(RNFT1)","Homo sapiens"
"RNFT1-DT","ENSG00000267302","","RNFT1 divergent transcript(RNFT1-DT)","Homo sapiens"
"RNGTT","ENSG00000111880","","RNA guanylyltransferase and 5'-phosphatase(RNGTT)","Homo sapiens"
"RNH1","ENSG00000023191","","ribonuclease/angiogenin inhibitor 1(RNH1)","Homo sapiens"
"RNLS","ENSG00000184719","","renalase, FAD dependent amine oxidase(RNLS)","Homo sapiens"
"RNMT","ENSG00000101654","","RNA guanine-7 methyltransferase(RNMT)","Homo sapiens"
"RNPC3","ENSG00000185946","","RNA binding region (RNP1, RRM) containing 3(RNPC3)","Homo sapiens"
"RNPC3P1","ENSG00000271034","","RNA binding region (RNP1, RRM) containing 3 pseudogene 1(RNPC3P1)","Homo sapiens"
"RNPEP","ENSG00000176393","","arginyl aminopeptidase(RNPEP)","Homo sapiens"
"RNPEPL1","ENSG00000142327","","arginyl aminopeptidase like 1(RNPEPL1)","Homo sapiens"
"RNPS1","ENSG00000205937","","RNA binding protein with serine rich domain 1(RNPS1)","Homo sapiens"
"RNU1-1","ENSG00000206652","","RNA, U1 small nuclear 1(RNU1-1)","Homo sapiens"
"RNU1-103P","ENSG00000252311","","RNA, U1 small nuclear 103, pseudogene(RNU1-103P)","Homo sapiens"
"RNU1-123P","ENSG00000239194","","RNA, U1 small nuclear 123, pseudogene(RNU1-123P)","Homo sapiens"
"RNU1-125P","ENSG00000252561","","RNA, U1 small nuclear 125, pseudogene(RNU1-125P)","Homo sapiens"
"RNU1-153P","ENSG00000277678","","RNA, U1 small nuclear 153, pseudogene(RNU1-153P)","Homo sapiens"
"RNU1-22P","ENSG00000200204","","RNA, U1 small nuclear 22, pseudogene(RNU1-22P)","Homo sapiens"
"RNU1-39P","ENSG00000206624","","RNA, U1 small nuclear 39, pseudogene(RNU1-39P)","Homo sapiens"
"RNU1-82P","ENSG00000212153","","RNA, U1 small nuclear 82, pseudogene(RNU1-82P)","Homo sapiens"
"RNU2-27P","ENSG00000251994","","RNA, U2 small nuclear 27, pseudogene(RNU2-27P)","Homo sapiens"
"RNU4-2","ENSG00000202538","","RNA, U4 small nuclear 2(RNU4-2)","Homo sapiens"
"RNU4-25P","ENSG00000222501","","RNA, U4 small nuclear 25, pseudogene(RNU4-25P)","Homo sapiens"
"RNU4-46P","ENSG00000222750","","RNA, U4 small nuclear 46, pseudogene(RNU4-46P)","Homo sapiens"
"RNU4-47P","ENSG00000222808","","RNA, U4 small nuclear 47, pseudogene(RNU4-47P)","Homo sapiens"
"RNU5B-4P","ENSG00000200378","","RNA, U5B small nuclear 4, pseudogene(RNU5B-4P)","Homo sapiens"
"RNU6-1016P","ENSG00000252498","","RNA, U6 small nuclear 1016, pseudogene(RNU6-1016P)","Homo sapiens"
"RNU6-1039P","ENSG00000206658","","RNA, U6 small nuclear 1039, pseudogene(RNU6-1039P)","Homo sapiens"
"RNU6-1048P","ENSG00000200924","","RNA, U6 small nuclear 1048, pseudogene(RNU6-1048P)","Homo sapiens"
"RNU6-1053P","ENSG00000251739","","RNA, U6 small nuclear 1053, pseudogene(RNU6-1053P)","Homo sapiens"
"RNU6-105P","ENSG00000200779","","RNA, U6 small nuclear 105, pseudogene(RNU6-105P)","Homo sapiens"
"RNU6-1098P","ENSG00000252581","","RNA, U6 small nuclear 1098, pseudogene(RNU6-1098P)","Homo sapiens"
"RNU6-112P","ENSG00000200469","","RNA, U6 small nuclear 112, pseudogene(RNU6-112P)","Homo sapiens"
"RNU6-1189P","ENSG00000206685","","RNA, U6 small nuclear 1189, pseudogene(RNU6-1189P)","Homo sapiens"
"RNU6-118P","ENSG00000252361","","RNA, U6 small nuclear 118, pseudogene(RNU6-118P)","Homo sapiens"
"RNU6-1240P","ENSG00000202025","","RNA, U6 small nuclear 1240, pseudogene(RNU6-1240P)","Homo sapiens"
"RNU6-1330P","ENSG00000199645","","RNA, U6 small nuclear 1330, pseudogene(RNU6-1330P)","Homo sapiens"
"RNU6-146P","ENSG00000207332","","RNA, U6 small nuclear 146, pseudogene(RNU6-146P)","Homo sapiens"
"RNU6-244P","ENSG00000212330","","RNA, U6 small nuclear 244, pseudogene(RNU6-244P)","Homo sapiens"
"RNU6-26P","ENSG00000206712","","RNA, U6 small nuclear 26, pseudogene(RNU6-26P)","Homo sapiens"
"RNU6-30P","ENSG00000207291","","RNA, U6 small nuclear 30, pseudogene(RNU6-30P)","Homo sapiens"
"RNU6-312P","ENSG00000201499","","RNA, U6 small nuclear 312, pseudogene(RNU6-312P)","Homo sapiens"
"RNU6-322P","ENSG00000251819","","RNA, U6 small nuclear 322, pseudogene(RNU6-322P)","Homo sapiens"
"RNU6-343P","ENSG00000201579","","RNA, U6 small nuclear 343, pseudogene(RNU6-343P)","Homo sapiens"
"RNU6-395P","ENSG00000202532","","RNA, U6 small nuclear 395, pseudogene(RNU6-395P)","Homo sapiens"
"RNU6-398P","ENSG00000206870","","RNA, U6 small nuclear 398, pseudogene(RNU6-398P)","Homo sapiens"
"RNU6-403P","ENSG00000200033","","RNA, U6 small nuclear 403, pseudogene(RNU6-403P)","Homo sapiens"
"RNU6-415P","ENSG00000252061","","RNA, U6 small nuclear 415, pseudogene(RNU6-415P)","Homo sapiens"
"RNU6-418P","ENSG00000206762","","RNA, U6 small nuclear 418, pseudogene(RNU6-418P)","Homo sapiens"
"RNU6-513P","ENSG00000251913","","RNA, U6 small nuclear 513, pseudogene(RNU6-513P)","Homo sapiens"
"RNU6-529P","ENSG00000200253","","RNA, U6 small nuclear 529, pseudogene(RNU6-529P)","Homo sapiens"
"RNU6-574P","ENSG00000206992","","RNA, U6 small nuclear 574, pseudogene(RNU6-574P)","Homo sapiens"
"RNU6-611P","ENSG00000207003","","RNA, U6 small nuclear 611, pseudogene(RNU6-611P)","Homo sapiens"
"RNU6-762P","ENSG00000252916","","RNA, U6 small nuclear 762, pseudogene(RNU6-762P)","Homo sapiens"
"RNU6-8","ENSG00000202337","","RNA, U6 small nuclear 8(RNU6-8)","Homo sapiens"
"RNU6-833P","ENSG00000200356","","RNA, U6 small nuclear 833, pseudogene(RNU6-833P)","Homo sapiens"
"RNU6-850P","ENSG00000252743","","RNA, U6 small nuclear 850, pseudogene(RNU6-850P)","Homo sapiens"
"RNU6-882P","ENSG00000212327","","RNA, U6 small nuclear 882, pseudogene(RNU6-882P)","Homo sapiens"
"RNU6-892P","ENSG00000222267","","RNA, U6 small nuclear 892, pseudogene(RNU6-892P)","Homo sapiens"
"RNU6-941P","ENSG00000252155","","RNA, U6 small nuclear 941, pseudogene(RNU6-941P)","Homo sapiens"
"RNU6-94P","ENSG00000271819","","RNA, U6 small nuclear 94, pseudogene(RNU6-94P)","Homo sapiens"
"RNU6ATAC18P","ENSG00000221340","","RNA, U6atac small nuclear 18, pseudogene(RNU6ATAC18P)","Homo sapiens"
"RNU6ATAC24P","ENSG00000252620","","RNA, U6atac small nuclear 24, pseudogene(RNU6ATAC24P)","Homo sapiens"
"RNU7-111P","ENSG00000252645","","RNA, U7 small nuclear 111 pseudogene(RNU7-111P)","Homo sapiens"
"RNU7-140P","ENSG00000238364","","RNA, U7 small nuclear 140 pseudogene(RNU7-140P)","Homo sapiens"
"RNU7-40P","ENSG00000252206","","RNA, U7 small nuclear 40 pseudogene(RNU7-40P)","Homo sapiens"
"RNU7-45P","ENSG00000238829","","RNA, U7 small nuclear 45 pseudogene(RNU7-45P)","Homo sapiens"
"RNU7-49P","ENSG00000251991","","RNA, U7 small nuclear 49 pseudogene(RNU7-49P)","Homo sapiens"
"RNU7-75P","ENSG00000251880","","RNA, U7 small nuclear 75 pseudogene(RNU7-75P)","Homo sapiens"
"RNVU1-32","ENSG00000207110","","RNA, variant U1 small nuclear 32(RNVU1-32)","Homo sapiens"
"RNVU1-7","ENSG00000206585","","RNA, variant U1 small nuclear 7(RNVU1-7)","Homo sapiens"
"RNY1P13","ENSG00000201900","","RNY1 pseudogene 13(RNY1P13)","Homo sapiens"
"RNY1P16","ENSG00000199933","","RNY1 pseudogene 16(RNY1P16)","Homo sapiens"
"RNY3P15","ENSG00000252106","","RNY3 pseudogene 15(RNY3P15)","Homo sapiens"
"RNY4P10","ENSG00000202441","","RNY4 pseudogene 10(RNY4P10)","Homo sapiens"
"RO60","ENSG00000116747","","Ro60, Y RNA binding protein(RO60)","Homo sapiens"
"ROBO1","ENSG00000169855","","roundabout guidance receptor 1(ROBO1)","Homo sapiens"
"ROBO2","ENSG00000185008","","roundabout guidance receptor 2(ROBO2)","Homo sapiens"
"ROBO3","ENSG00000154134","","roundabout guidance receptor 3(ROBO3)","Homo sapiens"
"ROBO4","ENSG00000154133","","roundabout guidance receptor 4(ROBO4)","Homo sapiens"
"ROCK1","ENSG00000067900","","Rho associated coiled-coil containing protein kinase 1(ROCK1)","Homo sapiens"
"ROCK2","ENSG00000134318","","Rho associated coiled-coil containing protein kinase 2(ROCK2)","Homo sapiens"
"ROGDI","ENSG00000067836","","rogdi atypical leucine zipper(ROGDI)","Homo sapiens"
"ROM1","ENSG00000149489","","retinal outer segment membrane protein 1(ROM1)","Homo sapiens"
"ROMO1","ENSG00000125995","","reactive oxygen species modulator 1(ROMO1)","Homo sapiens"
"ROPN1L","ENSG00000145491","","rhophilin associated tail protein 1 like(ROPN1L)","Homo sapiens"
"ROR1","ENSG00000185483","","receptor tyrosine kinase like orphan receptor 1(ROR1)","Homo sapiens"
"ROR2","ENSG00000169071","","receptor tyrosine kinase like orphan receptor 2(ROR2)","Homo sapiens"
"RORA","ENSG00000069667","","RAR related orphan receptor A(RORA)","Homo sapiens"
"RORC","ENSG00000143365","","RAR related orphan receptor C(RORC)","Homo sapiens"
"ROS1","ENSG00000047936","","ROS proto-oncogene 1, receptor tyrosine kinase(ROS1)","Homo sapiens"
"RP2","ENSG00000102218","","RP2 activator of ARL3 GTPase(RP2)","Homo sapiens"
"RP9","ENSG00000164610","","RP9 pre-mRNA splicing factor(RP9)","Homo sapiens"
"RPA1","ENSG00000132383","","replication protein A1(RPA1)","Homo sapiens"
"RPA2","ENSG00000117748","","replication protein A2(RPA2)","Homo sapiens"
"RPA3","ENSG00000106399","","replication protein A3(RPA3)","Homo sapiens"
"RPAIN","ENSG00000129197","","RPA interacting protein(RPAIN)","Homo sapiens"
"RPAP1","ENSG00000103932","","RNA polymerase II associated protein 1(RPAP1)","Homo sapiens"
"RPAP2","ENSG00000122484","","RNA polymerase II associated protein 2(RPAP2)","Homo sapiens"
"RPAP3","ENSG00000005175","","RNA polymerase II associated protein 3(RPAP3)","Homo sapiens"
"RPE","ENSG00000197713","","ribulose-5-phosphate-3-epimerase(RPE)","Homo sapiens"
"RPEL1","ENSG00000235376","","ribulose-5-phosphate-3-epimerase like 1(RPEL1)","Homo sapiens"
"RPF1","ENSG00000117133","","ribosome production factor 1 homolog(RPF1)","Homo sapiens"
"RPF2","ENSG00000197498","","ribosome production factor 2 homolog(RPF2)","Homo sapiens"
"RPGR","ENSG00000156313","","retinitis pigmentosa GTPase regulator(RPGR)","Homo sapiens"
"RPGRIP1L","ENSG00000103494","","RPGRIP1 like(RPGRIP1L)","Homo sapiens"
"RPH3AL","ENSG00000181031","","rabphilin 3A like (without C2 domains)(RPH3AL)","Homo sapiens"
"RPIA","ENSG00000153574","","ribose 5-phosphate isomerase A(RPIA)","Homo sapiens"
"RPL10","ENSG00000147403","","ribosomal protein L10(RPL10)","Homo sapiens"
"RPL10A","ENSG00000198755","","ribosomal protein L10a(RPL10A)","Homo sapiens"
"RPL10AP2","ENSG00000188873","","ribosomal protein L10a pseudogene 2(RPL10AP2)","Homo sapiens"
"RPL10AP6","ENSG00000226360","","ribosomal protein L10a pseudogene 6(RPL10AP6)","Homo sapiens"
"RPL10AP7","ENSG00000214846","","ribosomal protein L10a pseudogene 7(RPL10AP7)","Homo sapiens"
"RPL10AP9","ENSG00000242477","","ribosomal protein L10a pseudogene 9(RPL10AP9)","Homo sapiens"
"RPL10P12","ENSG00000234040","","ribosomal protein L10 pseudogene 12(RPL10P12)","Homo sapiens"
"RPL10P15","ENSG00000267119","","ribosomal protein L10 pseudogene 15(RPL10P15)","Homo sapiens"
"RPL10P16","ENSG00000178464","","ribosomal protein L10 pseudogene 16(RPL10P16)","Homo sapiens"
"RPL10P3","ENSG00000230734","","ribosomal protein L10 pseudogene 3(RPL10P3)","Homo sapiens"
"RPL10P4","ENSG00000238003","","ribosomal protein L10 pseudogene 4(RPL10P4)","Homo sapiens"
"RPL10P6","ENSG00000230076","","ribosomal protein L10 pseudogene 6(RPL10P6)","Homo sapiens"
"RPL10P8","ENSG00000254012","","ribosomal protein L10 pseudogene 8(RPL10P8)","Homo sapiens"
"RPL10P9","ENSG00000233913","","ribosomal protein L10 pseudogene 9(RPL10P9)","Homo sapiens"
"RPL11","ENSG00000142676","","ribosomal protein L11(RPL11)","Homo sapiens"
"RPL11P3","ENSG00000213613","","ribosomal protein L11 pseudogene 3(RPL11P3)","Homo sapiens"
"RPL12","ENSG00000197958","","ribosomal protein L12(RPL12)","Homo sapiens"
"RPL12P12","ENSG00000236992","","ribosomal protein L12 pseudogene 12(RPL12P12)","Homo sapiens"
"RPL12P6","ENSG00000243824","","ribosomal protein L12 pseudogene 6(RPL12P6)","Homo sapiens"
"RPL12P8","ENSG00000219932","","ribosomal protein L12 pseudogene 8(RPL12P8)","Homo sapiens"
"RPL13","ENSG00000167526","","ribosomal protein L13(RPL13)","Homo sapiens"
"RPL13A","ENSG00000142541","","ribosomal protein L13a(RPL13A)","Homo sapiens"
"RPL13AP12","ENSG00000236047","","ribosomal protein L13a pseudogene 12(RPL13AP12)","Homo sapiens"
"RPL13AP20","ENSG00000234498","","ribosomal protein L13a pseudogene 20(RPL13AP20)","Homo sapiens"
"RPL13AP22","ENSG00000243517","","ribosomal protein L13a pseudogene 22(RPL13AP22)","Homo sapiens"
"RPL13AP25","ENSG00000136149","","ribosomal protein L13a pseudogene 25(RPL13AP25)","Homo sapiens"
"RPL13AP26","ENSG00000250318","","ribosomal protein L13a pseudogene 26(RPL13AP26)","Homo sapiens"
"RPL13AP5","ENSG00000236552","","ribosomal protein L13a pseudogene 5(RPL13AP5)","Homo sapiens"
"RPL13AP6","ENSG00000234118","","ribosomal protein L13a pseudogene 6(RPL13AP6)","Homo sapiens"
"RPL13P2","ENSG00000213820","","ribosomal protein L13 pseudogene 2(RPL13P2)","Homo sapiens"
"RPL13P5","ENSG00000240370","","ribosomal protein L13 pseudogene 5(RPL13P5)","Homo sapiens"
"RPL14","ENSG00000188846","","ribosomal protein L14(RPL14)","Homo sapiens"
"RPL14P1","ENSG00000139239","","ribosomal protein L14 pseudogene 1(RPL14P1)","Homo sapiens"
"RPL14P3","ENSG00000241923","","ribosomal protein L14 pseudogene 3(RPL14P3)","Homo sapiens"
"RPL15","ENSG00000174748","","ribosomal protein L15(RPL15)","Homo sapiens"
"RPL15P18","ENSG00000228501","","ribosomal protein L15 pseudogene 18(RPL15P18)","Homo sapiens"
"RPL15P3","ENSG00000212802","","ribosomal protein L15 pseudogene 3(RPL15P3)","Homo sapiens"
"RPL17","ENSG00000265681","","ribosomal protein L17(RPL17)","Homo sapiens"
"RPL17-C18orf32","ENSG00000215472","","RPL17-C18orf32 readthrough(RPL17-C18orf32)","Homo sapiens"
"RPL17P18","ENSG00000234742","","ribosomal protein L17 pseudogene 18(RPL17P18)","Homo sapiens"
"RPL17P21","ENSG00000241809","","ribosomal protein L17 pseudogene 21(RPL17P21)","Homo sapiens"
"RPL17P22","ENSG00000243592","","ribosomal protein L17 pseudogene 22(RPL17P22)","Homo sapiens"
"RPL17P34","ENSG00000213432","","ribosomal protein L17 pseudogene 34(RPL17P34)","Homo sapiens"
"RPL17P36","ENSG00000236058","","ribosomal protein L17 pseudogene 36(RPL17P36)","Homo sapiens"
"RPL17P39","ENSG00000212664","","ribosomal protein L17 pseudogene 39(RPL17P39)","Homo sapiens"
"RPL17P43","ENSG00000228331","","ribosomal protein L17 pseudogene 43(RPL17P43)","Homo sapiens"
"RPL17P47","ENSG00000242615","","ribosomal protein L17 pseudogene 47(RPL17P47)","Homo sapiens"
"RPL17P50","ENSG00000213700","","ribosomal protein L17 pseudogene 50(RPL17P50)","Homo sapiens"
"RPL17P6","ENSG00000226084","","ribosomal protein L17 pseudogene 6(RPL17P6)","Homo sapiens"
"RPL17P7","ENSG00000244716","","ribosomal protein L17 pseudogene 7(RPL17P7)","Homo sapiens"
"RPL18","ENSG00000063177","","ribosomal protein L18(RPL18)","Homo sapiens"
"RPL18A","ENSG00000105640","","ribosomal protein L18a(RPL18A)","Homo sapiens"
"RPL18AP3","ENSG00000213442","","ribosomal protein L18a pseudogene 3(RPL18AP3)","Homo sapiens"
"RPL18AP6","ENSG00000230979","","ribosomal protein L18a pseudogene 6(RPL18AP6)","Homo sapiens"
"RPL18P13","ENSG00000244485","","ribosomal protein L18 pseudogene 13(RPL18P13)","Homo sapiens"
"RPL18P4","ENSG00000234985","","ribosomal protein L18 pseudogene 4(RPL18P4)","Homo sapiens"
"RPL19","ENSG00000108298","","ribosomal protein L19(RPL19)","Homo sapiens"
"RPL19P21","ENSG00000230508","","ribosomal protein L19 pseudogene 21(RPL19P21)","Homo sapiens"
"RPL19P5","ENSG00000230580","","ribosomal protein L19 pseudogene 5(RPL19P5)","Homo sapiens"
"RPL19P6","ENSG00000233597","","ribosomal protein L19 pseudogene 6(RPL19P6)","Homo sapiens"
"RPL19P9","ENSG00000218227","","ribosomal protein L19 pseudogene 9(RPL19P9)","Homo sapiens"
"RPL21","ENSG00000122026","","ribosomal protein L21(RPL21)","Homo sapiens"
"RPL21P100","ENSG00000242405","","ribosomal protein L21 pseudogene 100(RPL21P100)","Homo sapiens"
"RPL21P105","ENSG00000239374","","ribosomal protein L21 pseudogene 105(RPL21P105)","Homo sapiens"
"RPL21P11","ENSG00000242571","","ribosomal protein L21 pseudogene 11(RPL21P11)","Homo sapiens"
"RPL21P116","ENSG00000243711","","ribosomal protein L21 pseudogene 116(RPL21P116)","Homo sapiens"
"RPL21P119","ENSG00000220793","","ribosomal protein L21 pseudogene 119(RPL21P119)","Homo sapiens"
"RPL21P120","ENSG00000244582","","ribosomal protein L21 pseudogene 120(RPL21P120)","Homo sapiens"
"RPL21P125","ENSG00000240898","","ribosomal protein L21 pseudogene 125(RPL21P125)","Homo sapiens"
"RPL21P134","ENSG00000233254","","ribosomal protein L21 pseudogene 134(RPL21P134)","Homo sapiens"
"RPL21P14","ENSG00000242747","","ribosomal protein L21 pseudogene 14(RPL21P14)","Homo sapiens"
"RPL21P16","ENSG00000220842","","ribosomal protein L21 pseudogene 16(RPL21P16)","Homo sapiens"
"RPL21P18","ENSG00000213343","","ribosomal protein L21 pseudogene 18(RPL21P18)","Homo sapiens"
"RPL21P19","ENSG00000219133","","ribosomal protein L21 pseudogene 19(RPL21P19)","Homo sapiens"
"RPL21P20","ENSG00000227311","","ribosomal protein L21 pseudogene 20(RPL21P20)","Homo sapiens"
"RPL21P28","ENSG00000220749","","ribosomal protein L21 pseudogene 28(RPL21P28)","Homo sapiens"
"RPL21P29","ENSG00000232037","","ribosomal protein L21 pseudogene 29(RPL21P29)","Homo sapiens"
"RPL21P37","ENSG00000229503","","ribosomal protein L21 pseudogene 37(RPL21P37)","Homo sapiens"
"RPL21P39","ENSG00000239797","","ribosomal protein L21 pseudogene 39(RPL21P39)","Homo sapiens"
"RPL21P46","ENSG00000241612","","ribosomal protein L21 pseudogene 46(RPL21P46)","Homo sapiens"
"RPL21P51","ENSG00000240674","","ribosomal protein L21 pseudogene 51(RPL21P51)","Homo sapiens"
"RPL21P53","ENSG00000244021","","ribosomal protein L21 pseudogene 53(RPL21P53)","Homo sapiens"
"RPL21P69","ENSG00000216480","","ribosomal protein L21 pseudogene 69(RPL21P69)","Homo sapiens"
"RPL21P75","ENSG00000213860","","ribosomal protein L21 pseudogene 75(RPL21P75)","Homo sapiens"
"RPL21P80","ENSG00000243181","","ribosomal protein L21 pseudogene 80(RPL21P80)","Homo sapiens"
"RPL21P87","ENSG00000228053","","ribosomal protein L21 pseudogene 87(RPL21P87)","Homo sapiens"
"RPL21P97","ENSG00000239470","","ribosomal protein L21 pseudogene 97(RPL21P97)","Homo sapiens"
"RPL21P98","ENSG00000243071","","ribosomal protein L21 pseudogene 98(RPL21P98)","Homo sapiens"
"RPL22","ENSG00000116251","","ribosomal protein L22(RPL22)","Homo sapiens"
"RPL22L1","ENSG00000163584","","ribosomal protein L22 like 1(RPL22L1)","Homo sapiens"
"RPL22P16","ENSG00000213935","","ribosomal protein L22 pseudogene 16(RPL22P16)","Homo sapiens"
"RPL22P2","ENSG00000241081","","ribosomal protein L22 pseudogene 2(RPL22P2)","Homo sapiens"
"RPL22P3","ENSG00000226457","","ribosomal protein L22 pseudogene 3(RPL22P3)","Homo sapiens"
"RPL23","ENSG00000125691","","ribosomal protein L23(RPL23)","Homo sapiens"
"RPL23A","ENSG00000198242","","ribosomal protein L23a(RPL23A)","Homo sapiens"
"RPL23AP1","ENSG00000239257","","ribosomal protein L23a pseudogene 1(RPL23AP1)","Homo sapiens"
"RPL23AP18","ENSG00000225338","","ribosomal protein L23a pseudogene 18(RPL23AP18)","Homo sapiens"
"RPL23AP21","ENSG00000228463","","ribosomal protein L23a pseudogene 21(RPL23AP21)","Homo sapiens"
"RPL23AP3","ENSG00000214914","","ribosomal protein L23a pseudogene 3(RPL23AP3)","Homo sapiens"
"RPL23AP42","ENSG00000234851","","ribosomal protein L23a pseudogene 42(RPL23AP42)","Homo sapiens"
"RPL23AP43","ENSG00000227337","","ribosomal protein L23a pseudogene 43(RPL23AP43)","Homo sapiens"
"RPL23AP65","ENSG00000243964","","ribosomal protein L23a pseudogene 65(RPL23AP65)","Homo sapiens"
"RPL23AP74","ENSG00000227694","","ribosomal protein L23a pseudogene 74(RPL23AP74)","Homo sapiens"
"RPL23AP79","ENSG00000213753","","ribosomal protein L23a pseudogene 79(RPL23AP79)","Homo sapiens"
"RPL23AP84","ENSG00000261914","","ribosomal protein L23a pseudogene 84(RPL23AP84)","Homo sapiens"
"RPL23P2","ENSG00000176054","","ribosomal protein L23 pseudogene 2(RPL23P2)","Homo sapiens"
"RPL23P6","ENSG00000180211","","ribosomal protein L23 pseudogene 6(RPL23P6)","Homo sapiens"
"RPL23P7","ENSG00000232383","","ribosomal protein L23 pseudogene 7(RPL23P7)","Homo sapiens"
"RPL23P8","ENSG00000219451","","ribosomal protein L23 pseudogene 8(RPL23P8)","Homo sapiens"
"RPL24","ENSG00000114391","","ribosomal protein L24(RPL24)","Homo sapiens"
"RPL24P2","ENSG00000235065","","RPL24 pseudogene 2(RPL24P2)","Homo sapiens"
"RPL24P4","ENSG00000181524","","RPL24 pseudogene 4(RPL24P4)","Homo sapiens"
"RPL24P5","ENSG00000235582","","RPL24 pseudogene 5(RPL24P5)","Homo sapiens"
"RPL24P7","ENSG00000215016","","RPL24 pseudogene 7(RPL24P7)","Homo sapiens"
"RPL24P8","ENSG00000236801","","RPL24 pseudogene 8(RPL24P8)","Homo sapiens"
"RPL26","ENSG00000161970","","ribosomal protein L26(RPL26)","Homo sapiens"
"RPL26L1","ENSG00000037241","","ribosomal protein L26 like 1(RPL26L1)","Homo sapiens"
"RPL26P19","ENSG00000226221","","ribosomal protein L26 pseudogene 19(RPL26P19)","Homo sapiens"
"RPL26P30","ENSG00000236264","","ribosomal protein L26 pseudogene 30(RPL26P30)","Homo sapiens"
"RPL26P32","ENSG00000230291","","ribosomal protein L26 pseudogene 32(RPL26P32)","Homo sapiens"
"RPL26P36","ENSG00000225912","","ribosomal protein L26 pseudogene 36(RPL26P36)","Homo sapiens"
"RPL26P4","ENSG00000241494","","ribosomal protein L26 pseudogene 4(RPL26P4)","Homo sapiens"
"RPL26P6","ENSG00000229659","","ribosomal protein L26 pseudogene 6(RPL26P6)","Homo sapiens"
"RPL27","ENSG00000131469","","ribosomal protein L27(RPL27)","Homo sapiens"
"RPL27A","ENSG00000166441","","ribosomal protein L27a(RPL27A)","Homo sapiens"
"RPL27AP5","ENSG00000182383","","ribosomal protein L27a pseudogene 5(RPL27AP5)","Homo sapiens"
"RPL27AP6","ENSG00000218426","","ribosomal protein L27a pseudogene 6(RPL27AP6)","Homo sapiens"
